,year,australia,canada,china,india,indonesia,ireland,japan,kenya,new_zealand,pakistan,philippines,scotland,singapore,south_africa,south_korea,taiwan,thailand,united_kingdom,united_states
185,2016,Liam Neeson will 'never forget' young Syrian refugees he met in Jordan,Witnesses report gunfire at Vancouver Canadian Tire outlet,What Trump's rise to power means for the future of China-U.S. relations,Anti-Trump protests spread,"Indonesia promotes kolintang, wants it in world heritage list",Competition watchdog approves INM's Celtic Media deal,Alibaba's ambitions for US expansion seen at risk after vote,World: Trump could easily erase much of Obama's foreign policy legacy,Opinion: Why the speed limit change isnâ€™t an issue,"US charges Turkish, Iranian nationals with evading Iran sanctions","We share passion to serve, says Duterte on Trump",Gavin's in a spin as his new record shop opens for business,"Tajik police commander, trained in US, appears to rise in ISIS ranks",Why a Trump victory bodes ill for Africa,(3rd LD) BOK holds key rate steady at 1.25 pct in Nov.,Alibaba's ambitions for US expansion seen at risk after vote,"Trump's offer of mediation between Pak, India on Kashmir dispute welcome: Foreign Office",  Donald Trump's long list of cameos include Home Alone and Sex and the City    ,Students at Plano East allege racial slurs after Trump victory
186,2016,A meeting of very different First Ladies,Leonard Cohen dead at 82,  China steps up efforts to regulate booming live streaming  ,Pitt cleared of abuse allegations,Citi launches global API Developer Hub to enable open banking,Interiors: Dressing rooms - Fashion trendsetters bring their bold designs into the home,Analysts say US unlikely to meet  Paris climate agreement pledges,Dahabshiil boss hails first Somali-American lawmaker,Injured dog left for weeks,Trump claims protests against him 'very unfair' as election demonstrations enter 2nd day,Mr Trump comes to Washington: Triumphant tour for the victor,Expat Scots in USA tell of their fears for the future after Donald Trump wins the Presidential Election,"Leonard Cohen, rock music's poetic visionary, dies at age 82",The US election: what's at stake for Africa's quest to deepen democracy,"(LEAD) Seoul, Tokyo to tentatively sign intelligence-sharing pact next week",Analysts say US unlikely to meet  Paris climate agreement pledges,Legendary poet and songwriter Leonard Cohen dies at 82,"Thank you, Donald Trump, for giving us the ammo to tell France and Germany to get lost",Hidden hurt in first responders
187,2016,Elderly man attacked by 'crazed' goat on Gold Coast property,Share your Leonard Cohen memories,  Former Inner Mongolia police chief sentenced to death  ,Pak wary of being isolated,Minister urges people to use safe shipping lines,Neeson inspired by Syrian refugee children on visit to Jordan,Google rejects EU anti-trust charges over Android,Trump to Theresa May: Visit US asap,'Muddy dragon' almost blown to pieces,Two brothers killed on road in Lahore,3 NPAs lay down arms in Agusan del Sur,BBC documentary highlights Anstruther and Perth role in haunting Somme tribute,Mysterious debris crash-lands in northern Myanmar: State media,Cartel Criminalisation  An Insurance Perspective,Today in Korean history,Google rejects EU anti-trust charges over Android,Cheated Lions Club members stranded at Suvarnabhumi,'Individual nations can't shape global change' Plea for members to stay in crumbling EU,Hidden hurt in first responders
188,2016,Fallen soldiers honoured at Remembrance Day ceremony in Canberra,The Cohen canon: It all goes back to an astonishing debut,Spotlight: Chinese premier's visits boost pragmatic cooperation with Eurasian countries,Twitter key man to quit,President thanks Police Mobile Brigade for guarding Nov 4 rally peacefully,Taoiseach's White House visit a chance to build new relations,"Divest from fossil fuels, plead religious leaders",Spike in illegal border crossings from Mexico: US,Woman found with stab wounds in south Auckland paddock,"WB urges mediation for Pakistan, India over Indus",James Younghusband looks forward to his 5th Suzuki Cup,Scotland for under a tenner: Everyone's a winner as we announce the top competition entries,Half century for Neymar as Brazil crush Argentina,KZN leader Mchunu woos foreign investors,Trump&aposs victory emboldens Seoul&aposs nuclear armament advocates ,"Divest from fossil fuels, plead religious leaders",Alibaba's Singles Day sales hit 10 billion yuan worth of goods in seven minutes,Harshest critic,"Religion events in the San Fernando Valley area, Nov. 11-18"
189,2016,Qld man charged for stealing police bell,Panel discusses police surveillance of journalists,All eyes on HK as Alibaba offers big promotions,"Demonetisation effect: Hospital refuses to accept coins, delays patient's release","President seeks to ensure loyalty of military, police to state",Buccs look to assert authority,Eric Staal helps Wild hand Penguins 1st home loss of season,Pneumonia killing more children in Africa- study,Leslie Knope is back (sort of),Former Sindh governor leaves for Dubai,Roundup: Dissenting opinions of SC justices on Marcos burial,Alarm after teenager enters Moray primary school class unchecked,South Korea president's approval rating remains at all-time low - Gallup,Winery strike talks reach standstill,(LEAD) Tension grows ahead of massive anti-Park rally,Eric Staal helps Wild hand Penguins 1st home loss of season,"SET closes down 19.73 to 1,494.53","If we don't listen to the angry and voiceless, Australia will end up with its own Trump",Trump Attorneys Open To Settling Trump University Case
190,2016,"Broads, Bums and Burlesque","The epitome of cool: Leonard Cohen, renowned Canadian poet and singer-songwriter, dead at 82",Russian dance ensemble bringing popular dance to China,Ex-Mexican governor surrenders to face corruption charges,Students report SBY over alleged hate speech preceding anti-Ahok rally,Turn down the heat in D8,Rule to boost green energy on US public lands,Kenya: Did my gynecologist just snub me?,Samsung files patent for folding smartphone,President Erdogan to visit Pakistan next week,Trump bucks protocol on press access,Childrens author claims he was bit twice on leg by Dobermann while out for a cycle,Another eight Hong Kong lawmakers may lose seats after court asked to review oath taking,Luxury maternity hospital closes down,(LEAD) Presidential office dismisses rumors about Park&aposs alleged absence during 2014 ferry disaster ,Rule to boost green energy on US public lands,"Suspected trafficker caught with 800,000 speed pills",Hillary Clinton spotted hiking on day after conceding US election,Cross-country: Dearborn's Riad Rababeh surprises with title
191,2016,CHEEKY: Loaded handgun found between buttocks,Canadiens honour new Hall of Famer Rogatien Vachon,Snow storm hits Xinjiang,Sanders ready to cooperate with Trump for 'working families',Indonesia proposes three strategies in COP 22 to restore peatlands,Paedophile pensioner gets 13 years,Muslim college students targeted in 2 California campus attacks,Politics: Raila Odinga endorses former Inspector General Kimaiyo for senate seat,Pollsters who predicted Trump win benefit,Japan inks civil nuclear deal with India,Canada PM says ready to renegotiate NAFTA with Trump,Man sent indecent images of himself to underage girls using Snapchat,China weakens yuan-dollar rate beyond landmark 6.8 level for 1st time in 6 years,Cape Towns business push begins,S. Korea&aposs overseas direct investment shrinks 10.5 pct in Q3,Muslim college students targeted in 2 California campus attacks,Traffic-busting Sathon model to expand to Silom,Tinsel 'too heavy' for Leicester Christmas tree,Pet day care center Canine to Five plans $1.6 million expansion
192,2016,Missing WA diver rescued after swimming towards torch lights from family,Canadiens cut Carey Price a break with solid win over Kings,"Obama, Trump meet at White House to begin transition of power",QPlay: England Score 537 Runs vs India; Sharapova to Rejoin UN,Risks persist in Indonesia economy,"Enda was kind, but he didn't grasp the gravity of US election",Dean to run for DNC chair,World: Anti-Trump protests continue for second day,My Food Bag's secret sauce,"Pakistan culturally very rich country, says envoy",Donald Trump is a mixed blessing for Chinese leaders,Armistice Day 2016: comment from The Scotsman and The Yorkshire Post,MAS unveils commemorative coin for Singapore Botanic Gardens Unesco World Heritage Site,Malawi Ombud goes after procurement bosses in Tractorgate scandal,S. Korea aims to halve fine dust by 2023  ,Dean to run for DNC chair,Hong Kong GDP beats forecasts,Donald Trumps son-in-law could be in line for plumb role at the White House after he is spotted chatting to Chief of Staff,
193,2016,Ice smuggler who bought drugs from 'Humphrey B Bear' jailed,Leonard Cohen: Tributes pour in for Montreal's favourite son,"Over 1,000 police dogs serve in criminal investigation in Beijing",QBiz: ‘Sexual Harassment’ in Mistry Ouster; RBI Tweaks Debt Rules ,Jokowi flexes muscles to maintain stability,Operation transformation in Cork,Comey faces complicated path under new administration,Karua meets Raila after ditching him,Sightings of white Subaru Legacy sought after woman found with stab wounds in Auckland paddock ,IHC adjourns Mehmood's abduction case till Nov 18,PH allows pursuit of kidnappers into its waters: Malaysia ,Plans to build 300 homes in Aberdeenshire town rejected,Police investigating viral video of boys raining blows on another boy,"I did report Gupta 'bullying', says Maseko",Gyeonggi governor warns of using Trump to dodge attention,Comey faces complicated path under new administration,Mysterious debris crash-lands in northern Myanmar: state media,Blackburn Rovers striker Anthony Stokes pleads guilty to assaulting an Elvis Presley impersonator outside a nightclub,
194,2016,"Australia 'has plenty of time' to strike refugee deal with US, Christopher Pyne says",Red Wings 3 Canucks 1: Speedy Wings run Canucks off the road,Former Inner Mongolia senior political advisor sentenced to death,"After demonetisation move, more tough steps in offing with eye on revenue",Indonesia wants to lead the region in e-commerce,Malahide cruise in Div 1A ,La Nina arrives and could last through winter,USIU unveils state-of-the-art student centre,Tippet the dog charms family,PM approves to separate PIMS from SZABMU,13 dead in Indian garment factory fire: police,Growing Scots companies enjoy bonanza for new funds,"Rupiah heads for biggest drop since 2011, leading the slide in Asian currencies as US dollar surges",Maseko confirms Gupta 'state capture' submission to ANC,Ex-MLB manager Trey Hillman inaugurated as skipper for S. Korean club,La Nina arrives and could last through winter,"Capital flight fears sink Jakarta, Manila shares",Jennifer Lawrence channels Katniss Everdeen as she pens powerful essay on US election: We shouldn't blame anyone,
195,2016,Ambulance involved in minor crash,"After military service, some Canadian veterans grapple with homelessness",Highest tunnel in Sichuan-Tibet Highway opens to traffic,Taliban attack on German consulate kills 2 in Afghanistan,Army general Edy Rahmayadi elected as new PSSI chief,The price is right in popular Stonebridge,Nearly all life hit by climate change: study,: Protect girls from these beastly men,WW1 remembered on 98th anniversary,"Afghan Taliban'blasts' German consulate, leaving six dead, dozens injured","Folayang eyes storybook ending for Lakay, PH",Education chiefs in plea to retired teachers to return to the blackboard,Philippine leader says honoring defense pacts with 'friends' U.S.,No trial-within-a-trial for bouncer in Panayiotou case,"Dollar ends at 1,164.8 won UP from 1,150.6 won",Nearly all life hit by climate change: study,Accused Korean animal smugglers linked to Thailand,  Trump phones Theresa May and invokes the Reagan era with an upbeat message for Britain    ,
